mechanism_id,name,action_type,target_id
mechanism_advanced_glycosylation_product_receptor_antagonist_antagonist_agonist,Advanced glycosylation product receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_advanced_glycosylation_product
mechanism_tnf_alpha_induced_protein_inhibitor,TNF alpha induced protein inhibitor,inhibitor,target_tnf_alpha_induced_protein
mechanism_cyclooxygenase_2_inhibitor,Cyclooxygenase 2 inhibitor,inhibitor,target_cyclooxygenase_2
mechanism_factor_inhibiting_hif_1_alpha_inhibitor,Factor inhibiting HIF 1 alpha inhibitor,inhibitor,target_factor_inhibiting_hif_1_alpha
mechanism_hif_prolyl_hydroxylase-2_inhibitor,HIF prolyl hydroxylase-2 inhibitor,inhibitor,target_hif_prolyl_hydroxylase-2
mechanism_brain_derived_neurotrophic_factor_ligand_unspecified,Brain derived neurotrophic factor ligand unspecified,unspecified,target_brain_derived_neurotrophic_factor_ligand
mechanism_g_protein_coupled_receptor_17_agonist,G protein coupled receptor 17 agonist,agonist,target_g_protein_coupled_receptor_17
mechanism_tropomyosin_modulator,Tropomyosin modulator,modulator,target_tropomyosin
mechanism_voltage_independent_potassium_channel_modulator,Voltage independent potassium channel modulator,modulator,target_voltage_independent_potassium_channel
mechanism_rna_binding_protein_multiple_splicing_modulator,RNA binding protein multiple splicing modulator,modulator,target_rna_binding_protein_multiple_splicing
mechanism_rna_binding_protein_modulator_modulator,RNA binding protein modulator;modulator,protein modulator;modulator,target_rna_binding
mechanism_dna_mismatch_repair_protein_pms1_inhibitor,DNA mismatch repair protein PMS1 inhibitor,inhibitor,target_dna_mismatch_repair_protein_pms1
mechanism_glycogen_synthase_kinase-3_beta_modulator,Glycogen synthase kinase-3 beta modulator,modulator,target_glycogen_synthase_kinase-3_beta
mechanism_glycogen_synthase_kinase-3_alpha_modulator,Glycogen synthase kinase-3 alpha modulator,modulator,target_glycogen_synthase_kinase-3_alpha
mechanism_next_to_brca1_gene_protein_1_modulator,Next to BRCA1 gene protein 1 modulator,modulator,target_next_to_brca1_gene_protein_1
mechanism_autophagy_protein_7_modulator,Autophagy protein 7 modulator,modulator,target_autophagy_protein_7
mechanism_autophagy_protein_5_modulator,Autophagy protein 5 modulator,modulator,target_autophagy_protein_5
mechanism_bcr_protein_inhibitor,Bcr protein inhibitor,inhibitor,target_bcr_protein
mechanism_trem2_agonist,TREM2 agonist,agonist,target_trem2
mechanism_apoptosis_inducing_factor_2_inhibitor,Apoptosis inducing factor 2 inhibitor,inhibitor,target_apoptosis_inducing_factor_2
mechanism_adp_ribosyl_cyclase-1_inhibitor,ADP ribosyl cyclase-1 inhibitor,inhibitor,target_adp_ribosyl_cyclase-1
mechanism_uteroglobin_inhibitor,Uteroglobin inhibitor,inhibitor,target_uteroglobin
mechanism_foxp3_transcription_factor_stimulator,FOXP3 transcription factor stimulator,stimulator,target_foxp3_transcription_factor
mechanism_il-17_antagonist_agonist,IL-17 antagonist;agonist,antagonist;agonist,target_il-17
mechanism_sphingosine-1-phosphate_receptor-4_antagonist_agonist,Sphingosine-1-phosphate receptor-4 antagonist;agonist,antagonist;agonist,target_sphingosine-1-phosphate_receptor-4
mechanism_neuronal_growth_regulator_stimulator,Neuronal growth regulator stimulator,stimulator,target_neuronal_growth_regulator
mechanism_endothelin_et-b_receptor_antagonist_antagonist_agonist,Endothelin ET-B receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_endothelin_et-b
mechanism_htr2a_partial_agonist_agonist,5-HT2A receptor partial agonist;agonist,partial agonist;agonist,target_htr2a
mechanism_prostaglandin_e_synthase-1_inhibitor,Prostaglandin E synthase-1 inhibitor,inhibitor,target_prostaglandin_e_synthase-1
mechanism_kcnq_voltage-gated_potassium_channel_modulator,KCNQ voltage-gated potassium channel modulator,modulator,target_kcnq_voltage-gated_potassium_channel
mechanism_kcna_voltage-gated_potassium_channel-2_stimulator,KCNA voltage-gated potassium channel-2 stimulator,stimulator,target_kcna_voltage-gated_potassium_channel-2
mechanism_kcna_voltage-gated_potassium_channel-3_stimulator,KCNA voltage-gated potassium channel-3 stimulator,stimulator,target_kcna_voltage-gated_potassium_channel-3
mechanism_p38_map_kinase_inhibitor_inhibitor,p38 MAP kinase inhibitor;inhibitor,kinase inhibitor;inhibitor,target_p38_map
mechanism_mapkapk2_inhibitor,MAPKAPK2 inhibitor,inhibitor,target_mapkapk2
mechanism_metabotropic_glutamate_receptor_3_modulator,Metabotropic glutamate receptor 3 modulator,modulator,target_metabotropic_glutamate_receptor_3
mechanism_metabotropic_glutamate_receptor_2_agonist,Metabotropic glutamate receptor 2 agonist,agonist,target_metabotropic_glutamate_receptor_2
mechanism_metabotropic_glutamate_receptor_3_agonist,Metabotropic glutamate receptor 3 agonist,agonist,target_metabotropic_glutamate_receptor_3
mechanism_neutral_amino_acid_b0_transporter_inhibitor,Neutral amino acid B0 transporter inhibitor,inhibitor,target_neutral_amino_acid_b0_transporter
mechanism_galectin-9_inhibitor,Galectin-9 inhibitor,inhibitor,target_galectin-9
mechanism_galectin-3_inhibitor,Galectin-3 inhibitor,inhibitor,target_galectin-3
mechanism_histone_deacetylase_inhibitor,Histone deacetylase inhibitor,inhibitor,target_histone_deacetylase
mechanism_calmodulin_modulator,Calmodulin modulator,modulator,target_calmodulin
mechanism_opioid_receptor_mu_antagonist_agonist,Opioid receptor mu antagonist;agonist,antagonist;agonist,target_opioid_receptor_mu
mechanism_opioid_receptor_delta_antagonist_agonist,Opioid receptor delta antagonist;agonist,antagonist;agonist,target_opioid_receptor_delta
mechanism_opioid_receptor_kappa_antagonist_agonist,Opioid receptor kappa antagonist;agonist,antagonist;agonist,target_opioid_receptor_kappa
mechanism_chrm4_modulator,CHRM4 modulator,modulator,target_chrm4
mechanism_complement_c1s_subcomponent_inhibitor,Complement C1s subcomponent inhibitor,inhibitor,target_complement_c1s_subcomponent
mechanism_complement_c3_inhibitor,Complement C3 inhibitor,inhibitor,target_complement_c3
mechanism_complement_receptor_1_antagonist_agonist,Complement receptor 1 antagonist;agonist,antagonist;agonist,target_complement_receptor_1
mechanism_complement_c1q_subcomponent_inhibitor,Complement C1q subcomponent inhibitor,inhibitor,target_complement_c1q_subcomponent
mechanism_complement_component_c1q_receptor_antagonist_antagonist_agonist,Complement component C1q receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_complement_component_c1q
mechanism_complement_factor_inhibitor,Complement Factor inhibitor,inhibitor,target_complement_factor
mechanism_complement_c1q_related_factor_inhibitor,Complement C1q related factor inhibitor,inhibitor,target_complement_c1q_related_factor
mechanism_htr7_receptor_antagonist_antagonist_agonist,HTR7 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_htr7
mechanism_beta-galactosidase_inhibitor,Beta-galactosidase inhibitor,inhibitor,target_beta-galactosidase
mechanism_cathepsin_b_inhibitor,Cathepsin B inhibitor,inhibitor,target_cathepsin_b
mechanism_nk1_receptor_antagonist_antagonist_agonist,NK1 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_nk1
mechanism_tubulin_polymerization_protein_inhibitor,Tubulin polymerization protein inhibitor,inhibitor,target_tubulin_polymerization_protein
mechanism_mekkk-3_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,MEKKK-3 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_mekkk-3
mechanism_ppar_gamma_agonist,PPAR gamma agonist,agonist,target_ppar_gamma
mechanism_interleukin-1_ligand_inhibitor_inhibitor,Interleukin-1 ligand inhibitor;inhibitor,ligand inhibitor;inhibitor,target_interleukin-1
mechanism_cyclooxygenase_inhibitor,Cyclooxygenase inhibitor,inhibitor,target_cyclooxygenase
mechanism_trp_cation_channel_v1_stimulator,TRP cation channel V1 stimulator,stimulator,target_trp_cation_channel_v1
mechanism_tnf_unspecified,TNF unspecified,unspecified,target_tnf
mechanism_cyclic_gmp_amp_synthase_inhibitor,cyclic GMP AMP synthase inhibitor,inhibitor,target_cyclic_gmp_amp_synthase
mechanism_voltage_gated_sodium_channel_inhibitor,Voltage gated sodium channel inhibitor,inhibitor,target_voltage_gated_sodium_channel
mechanism_cannabinoid_cb1_receptor_antagonist_antagonist_agonist,Cannabinoid CB1 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_cannabinoid_cb1
mechanism_5-ht_4_receptor_agonist_agonist,5-HT 4 receptor agonist;agonist,receptor agonist;agonist,target_5-ht_4
mechanism_alpha_2_adrenoceptor_antagonist_agonist,Alpha 2 adrenoceptor antagonist;agonist,antagonist;agonist,target_alpha_2_adrenoceptor
mechanism_adenosine_receptor_agonist_agonist,Adenosine receptor agonist;agonist,receptor agonist;agonist,target_adenosine
mechanism_nadph_oxidase_inhibitor,NADPH oxidase inhibitor,inhibitor,target_nadph_oxidase
mechanism_tyrosine_hydroxylase_stimulator,Tyrosine hydroxylase stimulator,stimulator,target_tyrosine_hydroxylase
mechanism_inducible_nitric_oxide_synthase_inhibitor,Inducible nitric oxide synthase inhibitor,inhibitor,target_inducible_nitric_oxide_synthase
mechanism_protein_cereblon_modulator,Protein cereblon modulator,modulator,target_protein_cereblon
mechanism_il-8_receptor_antagonist_antagonist_agonist,IL-8 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_il-8
mechanism_eukaryotic_initiation_factor_2_alpha_inhibitor,Eukaryotic initiation factor 2 alpha inhibitor,inhibitor,target_eukaryotic_initiation_factor_2_alpha
mechanism_elkl_motif_kinase_inhibitor_inhibitor,ELKL motif kinase inhibitor;inhibitor,kinase inhibitor;inhibitor,target_elkl_motif
mechanism_histone_deacetylase-8_inhibitor,Histone deacetylase-8 inhibitor,inhibitor,target_histone_deacetylase-8
mechanism_lysine_specific_demethylase_inhibitor,Lysine specific demethylase inhibitor,inhibitor,target_lysine_specific_demethylase
mechanism_synuclein_beta_inhibitor,Synuclein beta inhibitor,inhibitor,target_synuclein_beta
mechanism_kelch_like_ech_associated_protein_1_inhibitor,Kelch like ECH associated protein 1 inhibitor,inhibitor,target_kelch_like_ech_associated_protein_1
mechanism_polyglutamine_binding_protein_inhibitor,Polyglutamine binding protein inhibitor,inhibitor,target_polyglutamine_binding_protein
mechanism_legumain_inhibitor,Legumain inhibitor,inhibitor,target_legumain
mechanism_proprotein_convertase_pc9_inhibitor,Proprotein convertase PC9 inhibitor,inhibitor,target_proprotein_convertase_pc9
mechanism_microtubule_associated_protein_1lc_3a_inhibitor,Microtubule associated protein 1LC 3A inhibitor,inhibitor,target_microtubule_associated_protein_1lc_3a
mechanism_5-ht_1d_receptor_agonist_agonist,5-HT 1d receptor agonist;agonist,receptor agonist;agonist,target_5-ht_1d
mechanism_metabotropic_glutamate_receptor_5_antagonist_agonist,Metabotropic glutamate receptor 5 antagonist;agonist,antagonist;agonist,target_metabotropic_glutamate_receptor_5
mechanism_alpha_1a_adrenoceptor_agonist,Alpha 1A adrenoceptor agonist,agonist,target_alpha_1a_adrenoceptor
mechanism_cytosine_dna_methyltransferase_inhibitor,Cytosine DNA methyltransferase inhibitor,inhibitor,target_cytosine_dna_methyltransferase
mechanism_line_1_retrotransposable_element_orf1_inhibitor,LINE 1 retrotransposable element ORF1 inhibitor,inhibitor,target_line_1_retrotransposable_element_orf1
mechanism_calcium_calmodulin_kinase_2_1_inhibitor,Calcium calmodulin kinase 2 1 inhibitor,inhibitor,target_calcium_calmodulin_kinase_2_1
mechanism_dopamine_receptor_agonist_agonist,Dopamine receptor agonist;agonist,receptor agonist;agonist,target_dopamine
mechanism_oxidosqualene_cyclase_inhibitor,Oxidosqualene cyclase inhibitor,inhibitor,target_oxidosqualene_cyclase
mechanism_histone_deacetylase-4_inhibitor,Histone deacetylase-4 inhibitor,inhibitor,target_histone_deacetylase-4
mechanism_eukaryotic_initiation_2_alpha_kinase_3_inhibitor,Eukaryotic initiation 2 alpha kinase 3 inhibitor,inhibitor,target_eukaryotic_initiation_2_alpha_kinase_3
mechanism_5-ht_1d_receptor_antagonist_antagonist_agonist,5-HT 1d receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_5-ht_1d
mechanism_htr1b_partial_agonist_agonist,HTR1B partial agonist;agonist,partial agonist;agonist,target_htr1b
mechanism_somatostatin_4_receptor_agonist_agonist,Somatostatin 4 receptor agonist;agonist,receptor agonist;agonist,target_somatostatin_4
mechanism_cysteine_glutamate_transporter_inhibitor,Cysteine glutamate transporter inhibitor,inhibitor,target_cysteine_glutamate_transporter
mechanism_drd3_receptor_agonist_agonist,DRD3 receptor agonist;agonist,receptor agonist;agonist,target_drd3
mechanism_kcnh_voltage-gated_potassium_channel-2_inhibitor,KCNH voltage-gated potassium channel-2 inhibitor,inhibitor,target_kcnh_voltage-gated_potassium_channel-2
mechanism_phosphoinositide_3_kinase_inhibitor_inhibitor,Phosphoinositide 3 kinase inhibitor;inhibitor,kinase inhibitor;inhibitor,target_phosphoinositide_3
mechanism_parp_inhibitor,PARP inhibitor,inhibitor,target_parp
mechanism_extracellular_signal_related_kinase_inhibitor_inhibitor,Extracellular signal related kinase inhibitor;inhibitor,kinase inhibitor;inhibitor,target_extracellular_signal_related
mechanism_jak_tyrosine_kinase_inhibitor_inhibitor,JAK tyrosine kinase inhibitor;inhibitor,kinase inhibitor;inhibitor,target_jak_tyrosine
mechanism_ros1_tyrosine_kinase_receptor_inhibitor,Ros1 tyrosine kinase receptor inhibitor,inhibitor,target_ros1_tyrosine_kinase_receptor
mechanism_anaplastic_lymphoma_kinase_receptor_inhibitor,Anaplastic lymphoma kinase receptor inhibitor,inhibitor,target_anaplastic_lymphoma_kinase_receptor
mechanism_stat_inhibitor,STAT inhibitor,inhibitor,target_stat
mechanism_tubulin_modulator,Tubulin modulator,modulator,target_tubulin
mechanism_lactate_dehydrogenase_inhibitor,Lactate dehydrogenase inhibitor,inhibitor,target_lactate_dehydrogenase
mechanism_caspase-3_inhibitor,Caspase-3 inhibitor,inhibitor,target_caspase-3
mechanism_liver_x_receptor_beta_agonist,Liver X receptor beta agonist,agonist,target_liver_x_receptor_beta
mechanism_caspase-7_inhibitor,Caspase-7 inhibitor,inhibitor,target_caspase-7
mechanism_transcription_factor_eb_stimulator,Transcription factor EB stimulator,stimulator,target_transcription_factor_eb
mechanism_bromodomain_containing_protein_4_inhibitor,Bromodomain containing protein 4 inhibitor,inhibitor,target_bromodomain_containing_protein_4
mechanism_urokinase_plasminogen_receptor_antagonist_antagonist_agonist,Urokinase plasminogen receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_urokinase_plasminogen
mechanism_urokinase_plasminogen_inhibitor_activator,Urokinase plasminogen inhibitor;activator,inhibitor;activator,target_urokinase_plasminogen
mechanism_trp_cation_channel_m4_inhibitor,TRP cation channel M4 inhibitor,inhibitor,target_trp_cation_channel_m4
mechanism_kcnt_potassium_channel_1_inhibitor,KCNT potassium channel 1 inhibitor,inhibitor,target_kcnt_potassium_channel_1
mechanism_kcnt1_gene_inhibitor,KCNT1 gene inhibitor,inhibitor,target_kcnt1_gene
mechanism_g_protein_coupled_receptor_55_agonist,G protein coupled receptor 55 agonist,agonist,target_g_protein_coupled_receptor_55
mechanism_opioid_receptor_sigma_1_agonist,Opioid receptor sigma 1 agonist,agonist,target_opioid_receptor_sigma_1
mechanism_15-lipoxygenase_stimulator,15-Lipoxygenase stimulator,stimulator,target_15-lipoxygenase
mechanism_mao_modulator,MAO modulator,modulator,target_mao
mechanism_muscarinic_m2_receptor_modulator,Muscarinic M2 receptor modulator,modulator,target_muscarinic_m2_receptor
mechanism_trace_amine_associated_receptor_1_antagonist_agonist,Trace amine associated receptor 1 antagonist;agonist,antagonist;agonist,target_trace_amine_associated_receptor_1
mechanism_nk3_receptor_modulator,NK3 receptor modulator,modulator,target_nk3_receptor
mechanism_chrm1_modulator,CHRM1 modulator,modulator,target_chrm1
mechanism_nk2_receptor_modulator,NK2 receptor modulator,modulator,target_nk2_receptor
mechanism_muscarinic_m3_receptor_modulator,Muscarinic M3 receptor modulator,modulator,target_muscarinic_m3_receptor
mechanism_opioid_receptor_sigma_2_modulator,Opioid receptor sigma 2 modulator,modulator,target_opioid_receptor_sigma_2
mechanism_transmembrane_protein_97_modulator,Transmembrane protein 97 modulator,modulator,target_transmembrane_protein_97
mechanism_nad_synthase_modulator,NAD synthase modulator,modulator,target_nad_synthase
mechanism_5-ht_2_receptor_antagonist_antagonist_agonist,5-HT 2 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_5-ht_2
mechanism_gaba_a_receptor_alpha-2_subunit_modulator,GABA A receptor alpha-2 subunit modulator,modulator,target_gaba_a_receptor_alpha-2_subunit
mechanism_gaba_a_receptor_alpha-1_subunit_modulator,GABA A receptor alpha-1 subunit modulator,modulator,target_gaba_a_receptor_alpha-1_subunit
mechanism_pex5_related_protein_inhibitor,PEX5 related protein inhibitor,inhibitor,target_pex5_related_protein
mechanism_hcn_potassium-sodium_channel_1_inhibitor,HCN potassium-sodium channel 1 inhibitor,inhibitor,target_hcn_potassium-sodium_channel_1
mechanism_sarm1_inhibitor,SARM1 inhibitor,inhibitor,target_sarm1
mechanism_mucolipin_1_modulator,Mucolipin 1 modulator,modulator,target_mucolipin_1
mechanism_cytochrome_p450_3a4_inhibitor,Cytochrome P450 3A4 inhibitor,inhibitor,target_cytochrome_p450_3a4
mechanism_cyp2c9_inhibitor,CYP2C9 inhibitor,inhibitor,target_cyp2c9
mechanism_cytochrome_p450_2d6_inhibitor,Cytochrome P450 2D6 inhibitor,inhibitor,target_cytochrome_p450_2d6
mechanism_cytochrome_p450_2c19_inhibitor,Cytochrome P450 2C19 inhibitor,inhibitor,target_cytochrome_p450_2c19
mechanism_cytochrome_p450_1a2_inhibitor,Cytochrome P450 1A2 inhibitor,inhibitor,target_cytochrome_p450_1a2
mechanism_protein_arginine_deiminase_iv_inhibitor,Protein arginine deiminase IV inhibitor,inhibitor,target_protein_arginine_deiminase_iv
mechanism_rna_binding_protein_fus_inhibitor,RNA binding protein FUS inhibitor,inhibitor,target_rna_binding_protein_fus
mechanism_cftr_modulator,CFTR modulator,modulator,target_cftr
mechanism_peptidyl-prolyl_cis-trans_isomerase_d_inhibitor,Peptidyl-prolyl cis-trans isomerase D inhibitor,inhibitor,target_peptidyl-prolyl_cis-trans_isomerase_d
mechanism_peptidyl-prolyl_cis-trans_isomerase_e_inhibitor,Peptidyl-prolyl cis-trans isomerase E inhibitor,inhibitor,target_peptidyl-prolyl_cis-trans_isomerase_e
mechanism_cd33_modulator,CD33 modulator,modulator,target_cd33
mechanism_aquaporin_4_inhibitor,Aquaporin 4 inhibitor,inhibitor,target_aquaporin_4
mechanism_rho_associated_protein_kinase_1_inhibitor,Rho associated protein kinase 1 inhibitor,inhibitor,target_rho_associated_protein_kinase_1
mechanism_rho_associated_protein_kinase_2_inhibitor,Rho associated protein kinase 2 inhibitor,inhibitor,target_rho_associated_protein_kinase_2
mechanism_transcription_factor_modulator,Transcription factor modulator,modulator,target_transcription_factor
mechanism_cathelicidin_antimicrobial_peptide_stimulator,Cathelicidin antimicrobial peptide stimulator,stimulator,target_cathelicidin_antimicrobial_peptide
mechanism_camp_gene_stimulator,CAMP gene stimulator,stimulator,target_camp_gene
mechanism_pde_4b_inhibitor,PDE 4b inhibitor,inhibitor,target_pde_4b
mechanism_clk3_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,CLK3 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_clk3
mechanism_cmgc_protein_kinase_group_inhibitor,CMGC protein kinase group inhibitor,inhibitor,target_cmgc_protein_kinase_group
mechanism_clk2_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,CLK2 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_clk2
mechanism_dynamin_like_protein_1_inhibitor,Dynamin like protein 1 inhibitor,inhibitor,target_dynamin_like_protein_1
mechanism_ifn_induced_transmembrane_protein_3_inhibitor,IFN induced transmembrane protein 3 inhibitor,inhibitor,target_ifn_induced_transmembrane_protein_3
mechanism_peptidyl-prolyl_cis-trans_isomerase_a_inhibitor,Peptidyl-prolyl cis-trans isomerase A inhibitor,inhibitor,target_peptidyl-prolyl_cis-trans_isomerase_a
mechanism_mekk-5_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,MEKK-5 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_mekk-5
mechanism_factor_xiiia_antagonist_agonist,Factor XIIIa antagonist;agonist,antagonist;agonist,target_factor_xiiia
mechanism_phospholipase_d_inhibitor,Phospholipase D inhibitor,inhibitor,target_phospholipase_d
mechanism_cst7_gene_stimulator,CST7 gene stimulator,stimulator,target_cst7_gene
mechanism_transmembrane_protein_119_stimulator,Transmembrane protein 119 stimulator,stimulator,target_transmembrane_protein_119
mechanism_ccl2_gene_stimulator,CCL2 gene stimulator,stimulator,target_ccl2_gene
mechanism_tmem_gene_stimulator,TMEM gene stimulator,stimulator,target_tmem_gene
mechanism_cxcl10_gene_stimulator,CXCL10 gene stimulator,stimulator,target_cxcl10_gene
mechanism_glutamate_receptor_modulator,Glutamate receptor modulator,modulator,target_glutamate_receptor
mechanism_na+_k+_atpase_modulator,Na+ K+ ATPase modulator,modulator,target_na+_k+_atpase
mechanism_melanocortin_mc4_receptor_antagonist_antagonist_agonist,Melanocortin MC4 receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_melanocortin_mc4
mechanism_extracellular_signal_related_kinase-5_inhibitor,Extracellular signal related kinase-5 inhibitor,inhibitor,target_extracellular_signal_related_kinase-5
mechanism_protein_tyrosine_phosphatase-1b_inhibitor,Protein tyrosine phosphatase-1B inhibitor,inhibitor,target_protein_tyrosine_phosphatase-1b
mechanism_cytochrome_p450_reductase_inhibitor,Cytochrome P450 reductase inhibitor,inhibitor,target_cytochrome_p450_reductase
mechanism_nadph_oxidase_2_inhibitor,NADPH oxidase 2 inhibitor,inhibitor,target_nadph_oxidase_2
mechanism_inositol_polyphosphate-5-phosphatase_inhibitor,Inositol polyphosphate-5-phosphatase inhibitor,inhibitor,target_inositol_polyphosphate-5-phosphatase
mechanism_g_protein_coupled_receptor_17_antagonist_agonist,G protein coupled receptor 17 antagonist;agonist,antagonist;agonist,target_g_protein_coupled_receptor_17
mechanism_3_hydroxyacyl_coa_dehydrogenase_type_2_inhibitor,3 hydroxyacyl CoA dehydrogenase type 2 inhibitor,inhibitor,target_3_hydroxyacyl_coa_dehydrogenase_type_2
mechanism_protein_fto_inhibitor,Protein FTO inhibitor,inhibitor,target_protein_fto
mechanism_pde_11_inhibitor,PDE 11 inhibitor,inhibitor,target_pde_11
mechanism_estrogen_receptor_modulator,Estrogen receptor modulator,modulator,target_estrogen_receptor
mechanism_kallikrein_inhibitor,Kallikrein inhibitor,inhibitor,target_kallikrein
mechanism_of_interferon_genes_protein_stimulator,of interferon genes protein stimulator,stimulator,target_of_interferon_genes_protein
mechanism_catechol_o-methyltransferase_inhibitor,Catechol O-methyltransferase inhibitor,inhibitor,target_catechol_o-methyltransferase
mechanism_acetyl_coa_carboxylase-2_inhibitor,Acetyl CoA carboxylase-2 inhibitor,inhibitor,target_acetyl_coa_carboxylase-2
mechanism_acetyl_coa_carboxylase-1_inhibitor,Acetyl CoA carboxylase-1 inhibitor,inhibitor,target_acetyl_coa_carboxylase-1
mechanism_sgk-1_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,SGK-1 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_sgk-1
mechanism_monoglyceride_lipase_modulator,Monoglyceride lipase modulator,modulator,target_monoglyceride_lipase
mechanism_interferon_agonist,Interferon agonist,agonist,target_interferon
mechanism_negative_elongation_factor_c-d_stimulator,Negative elongation factor C-D stimulator,stimulator,target_negative_elongation_factor_c-d
mechanism_immunoglobulin_g1_antagonist_agonist,Immunoglobulin G1 antagonist;agonist,antagonist;agonist,target_immunoglobulin_g1
mechanism_il-4_receptor_agonist_agonist,IL-4 receptor agonist;agonist,receptor agonist;agonist,target_il-4
mechanism_immunoglobulin_g_antagonist_agonist,Immunoglobulin G antagonist;agonist,antagonist;agonist,target_immunoglobulin_g
mechanism_il-17_agonist,IL-17 agonist,agonist,target_il-17
mechanism_cd4_agonist,CD4 agonist,agonist,target_cd4
mechanism_non_receptor_tyrosine_kinase_tyk2_inhibitor,Non receptor tyrosine kinase TYK2 inhibitor,inhibitor,target_non_receptor_tyrosine_kinase_tyk2
mechanism_drd3_modulator,DRD3 modulator,modulator,target_drd3
mechanism_tropomyosin_inhibitor,Tropomyosin inhibitor,inhibitor,target_tropomyosin
mechanism_g-protein_coupled_receptor_84_antagonist_agonist,G-protein coupled receptor 84 antagonist;agonist,antagonist;agonist,target_g-protein_coupled_receptor_84
mechanism_trp_cation_channel_c5_inhibitor,TRP cation channel C5 inhibitor,inhibitor,target_trp_cation_channel_c5
mechanism_covid19_3c-like_proteinase_nsp5_inhibitor,COVID19 3C-like proteinase NSP5 inhibitor,inhibitor,target_covid19_3c-like_proteinase_nsp5
mechanism_melanocortin_mc4_receptor_agonist_agonist,Melanocortin MC4 receptor agonist;agonist,receptor agonist;agonist,target_melanocortin_mc4
mechanism_rna_polymerase_ii_stimulator,RNA polymerase II stimulator,stimulator,target_rna_polymerase_ii
mechanism_protein_phosphatase_2a_modulator,Protein phosphatase 2A modulator,modulator,target_protein_phosphatase_2a
mechanism_myc_proto-oncogene_protein_inhibitor,Myc proto-oncogene protein inhibitor,inhibitor,target_myc_proto-oncogene_protein
mechanism_tau_tubulin_kinase_inhibitor_inhibitor,Tau tubulin kinase inhibitor;inhibitor,kinase inhibitor;inhibitor,target_tau_tubulin
mechanism_poly_adp_ribose_polymerase_1_inhibitor,Poly ADP ribose polymerase 1 inhibitor,inhibitor,target_poly_adp_ribose_polymerase_1
mechanism_gaba_b_receptor_agonist_agonist,GABA B receptor agonist;agonist,receptor agonist;agonist,target_gaba_b
mechanism_5-ht_receptor_modulator,5-HT receptor modulator,modulator,target_5-ht_receptor
mechanism_adrenergic_receptor_agonist_agonist,Adrenergic receptor agonist;agonist,receptor agonist;agonist,target_adrenergic
mechanism_protein_phosphatase_2a_stimulator,Protein phosphatase 2A stimulator,stimulator,target_protein_phosphatase_2a
mechanism_trka_receptor_antagonist_antagonist_agonist,TrkA receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_trka
mechanism_glycine_receptor_antagonist_antagonist_agonist,Glycine receptor antagonist;antagonist;agonist,receptor antagonist;antagonist;agonist,target_glycine
mechanism_phenylalanine_hydroxylase_inhibitor,Phenylalanine hydroxylase inhibitor,inhibitor,target_phenylalanine_hydroxylase
mechanism_protein_tyrosine_kinase_inhibitor_inhibitor,Protein tyrosine kinase inhibitor;inhibitor,kinase inhibitor;inhibitor,target_protein_tyrosine
mechanism_nek-7_protein_kinase_inhibitor_kinase_inhibitor_inhibitor,Nek-7 protein kinase inhibitor;kinase inhibitor;inhibitor,protein kinase inhibitor;kinase inhibitor;inhibitor,target_nek-7
mechanism_apoptosis_speck_like_card_domain_inhibitor,Apoptosis speck like CARD domain inhibitor,inhibitor,target_apoptosis_speck_like_card_domain
mechanism_retinoic_acid_receptor_beta_agonist,Retinoic acid receptor beta agonist,agonist,target_retinoic_acid_receptor_beta
mechanism_retinoic_acid_receptor_alpha_agonist,Retinoic acid receptor alpha agonist,agonist,target_retinoic_acid_receptor_alpha
mechanism_dopamine_beta_hydroxylase_inhibitor,Dopamine beta hydroxylase inhibitor,inhibitor,target_dopamine_beta_hydroxylase
